"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
438,2.6327547349,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
439,0.3932028723,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
440,1.0172461632,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
441,0.2614119322,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
442,0.634763153,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
443,0.9471241393,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
444,0.7990884113,"Yes","Yes","Yes","Yes","No","No","Unsure","Yes","Yes","Yes","Unsure","No","No","Yes","Yes","Unsure","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
445,1.0371886601,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
446,0.8059214502,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","No","Yes","No","Male","45-59","2+, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
447,2.2696713018,"No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","30-44","Asian-Pacific Islander, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
448,2.0197906027,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
449,1.9981192306,"Unsure","Unsure","Unsure","Unsure","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Female","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
450,0.703953035,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
451,0.6131153711,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
452,1.1236436621,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Male","45-59","Asian-Pacific Islander, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
453,1.1722634456,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
454,1.6999130009,"Yes","No","Unsure","Yes","No","No","Yes","Unsure","Yes","No","No","No","Unsure","Unsure","Yes","No","Female","45-59","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
455,0.8530031652,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Male","45-59","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Non-Metro Area"
456,2.3623368833,"Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
457,0.8763351439,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
458,1.1324422192,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","No","No","Yes","Yes","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
459,1.0231083676,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
460,0.7068580752,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
461,1.0389744025,"Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
462,0.457120512,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","SKIPPED ON WEB","Yes","Yes","Unsure","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
463,1.1863159499,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","No","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
464,1.4259555669,"Yes","Unsure","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Unsure","Female","60+","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
465,0.5962058332,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
466,2.7577621318,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Male","45-59","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
467,1.2514918629,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$100,000 or more","Metro Area"
468,0.9536737734,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Male","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
469,0.1054830721,"Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","SKIPPED ON WEB","Yes","Yes","Yes","Female","60+","Other, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
470,1.3448211137,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
471,0.80617951,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
472,1.4585518695,"Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Female","30-44","Other, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
473,0.790568131,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Unsure","Yes","No","No","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
474,2.3729738059,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
475,0.4937108317,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","Yes","Yes","Yes","Unsure","Male","30-44","2+, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
476,1.5437871806,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Non-Metro Area"
477,0.3762354798,"Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
478,0.5646623728,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Unsure","Yes","Unsure","No","Yes","Yes","Yes","Unsure","Female","45-59","White, non-Hispanic","Post grad study/professional degree","Less than $30,000","Metro Area"
479,0.3719081317,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Unsure","Yes","Unsure","Unsure","Yes","Unsure","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
480,0.8187505809,"No","No","No","No","SKIPPED ON WEB","SKIPPED ON WEB","SKIPPED ON WEB","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
481,0.9622256125,"Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Male","45-59","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
482,0.2011172901,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
483,0.6760863487,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Female","30-44","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
484,0.6541454341,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Non-Metro Area"
485,1.8267351553,"Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","No","No","Unsure","No","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
486,0.494769691,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
487,0.2558828798,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
488,0.1950699944,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Unsure","Yes","Unsure","No","No","Unsure","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Non-Metro Area"
489,0.4556760621,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
490,0.2539168167,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
491,0.6836792721,"Yes","Yes","Yes","Yes","Unsure","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
492,1.1495445923,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
493,0.1852863165,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Non-Metro Area"
494,1.3254312661,"Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
495,0.1944576715,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
496,1.127758468,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
497,1.237844165,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
498,1.3620550933,"Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
499,0.6214200823,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
500,2.1733688792,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
501,0.8658454122,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","No","Yes","Yes","Yes","Yes","Unsure","Female","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
502,0.8659649832,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
503,0.5400984075,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
504,1.761574708,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","Unsure","Yes","Unsure","No","No","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
505,0.6541075808,"Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Unsure","Yes","Unsure","Unsure","No","Yes","Unsure","Male","45-59","2+, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
506,0.3949125848,"Yes","No","Unsure","Yes","No","Unsure","Unsure","Unsure","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Bachelor's degree","Less than $30,000","Non-Metro Area"
507,0.5184268488,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
508,1.0517320197,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
509,1.279512632,"Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
510,1.3976899967,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
511,0.3388518324,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Non-Metro Area"
512,0.7481890087,"Yes","No","Yes","Yes","No","No","Yes","Unsure","No","No","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
513,1.7580135888,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
514,0.2868670949,"Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
515,0.5696089876,"Yes","Unsure","Unsure","Yes","No","Yes","Unsure","Unsure","Unsure","Unsure","No","No","Unsure","Unsure","Yes","Unsure","Female","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Non-Metro Area"
516,1.2735393695,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","No","Unsure","No","No","No","No","Yes","Yes","Male","60+","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
517,0.6702118707,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
518,0.2806100464,"Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
519,0.9090534983,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","Yes","Female","18-29","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
520,0.2911367509,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Unsure","Yes","Yes","No","No","No","Unsure","Yes","Unsure","Male","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
521,0.1822127481,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Yes","Unsure","Unsure","Unsure","Yes","No","Yes","Unsure","Unsure","Unsure","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
